task_id,department,asset_id,asset_type,corridor_id,location_km,defect_or_task,severity,criticality_1_5,safety_risk_1_5,operational_impact_1_5,overdue_days,estimated_duration_min,required_team_size,possession_required,maintenance_type,status,urgency_score,risk_score,asset_downtime_risk,maintenance_priority_score
TSK-06248,Engineering,AST-06248,Axle Counter,COR-019,42.4,Multi-aspect LED signal bulb replacement & relay test,Moderate,3,2,3,28,60,10,Yes,Corrective,Scheduled,41.2,56.9,Low,49.0
TSK-06249,Engineering,AST-06249,Axle Counter,COR-061,172.6,Level crossing gate motor overhaul & interlock test,Critical,5,3,3,38,60,6,No,Corrective,Pending,87.7,39.7,High,63.7
TSK-06250,Engineering,AST-06250,OHE Catenary,COR-025,62.0,Point machine lubrication & locking calibration,Critical,3,5,1,23,180,4,No,Corrective,Completed,82.2,22.0,High,52.1
TSK-06251,Electrical,AST-06251,Point & Crossing,COR-053,8.6,Axle counter digital sensor reset test,Minor,3,4,5,29,360,12,No,Corrective,Pending,69.6,70.1,Low,69.8
TSK-06252,Signal & Telecom,AST-06252,Level Crossing Gate,COR-080,342.9,Level crossing gate motor overhaul & interlock test,Minor,1,3,5,32,240,11,No,Breakdown,Scheduled,86.9,94.5,Low,90.7
TSK-06253,Signal & Telecom,AST-06253,Signal - Multi Aspect,COR-081,340.8,Level crossing gate motor overhaul & interlock test,Moderate,2,3,2,25,180,8,Yes,Corrective,In Progress,36.2,67.5,High,51.9
TSK-06254,Operating,AST-06254,OHE Catenary,COR-093,383.3,Multi-aspect LED signal bulb replacement & relay test,Minor,4,5,4,29,360,5,Yes,Emergency,In Progress,46.1,45.3,High,45.7
TSK-06255,Electrical,AST-06255,Level Crossing Gate,COR-013,359.0,Multi-aspect LED signal bulb replacement & relay test,Critical,4,4,5,36,240,10,Yes,Preventive,Scheduled,37.2,56.7,Medium,47.0
TSK-06256,Signal & Telecom,AST-06256,Track Circuit,COR-030,383.3,Rail flaw ultrasonics check required,Major,2,2,4,6,120,7,Yes,Breakdown,In Progress,82.7,25.7,Medium,54.2
TSK-06257,Engineering,AST-06257,Bridge Span,COR-059,245.4,Axle counter digital sensor reset test,Minor,1,3,3,30,60,11,No,Breakdown,In Progress,85.3,76.5,Low,80.9
TSK-06258,Engineering,AST-06258,Signal - Multi Aspect,COR-068,348.0,Bridge expansion joint inspection & bolt tightening,Moderate,3,1,5,18,180,11,Yes,Breakdown,Completed,33.1,52.3,Medium,42.7
TSK-06259,Electrical,AST-06259,Signal - Multi Aspect,COR-083,394.3,"Track tamping, ballast packing & alignment check",Moderate,2,3,4,10,180,6,Yes,Breakdown,Completed,30.6,95.0,High,62.8
TSK-06260,Signal & Telecom,AST-06260,Interlocking Switch,COR-084,117.0,"Track tamping, ballast packing & alignment check",Moderate,1,4,2,18,120,6,No,Breakdown,Completed,51.6,95.4,Medium,73.5
TSK-06261,Operating,AST-06261,Interlocking Switch,COR-016,399.7,OHE cantilever insulator cleaning & height adjustment,Minor,4,1,1,43,360,10,Yes,Emergency,Scheduled,55.7,46.6,Low,51.2
TSK-06262,Electrical,AST-06262,Bridge Span,COR-078,362.5,OHE cantilever insulator cleaning & height adjustment,Major,5,2,5,21,60,8,Yes,Preventive,In Progress,65.2,86.6,Low,75.9
TSK-06263,Operating,AST-06263,Bridge Span,COR-073,303.8,Bridge expansion joint inspection & bolt tightening,Minor,1,5,4,45,180,9,No,Breakdown,Completed,70.1,59.2,Low,64.7
TSK-06264,Electrical,AST-06264,Interlocking Switch,COR-019,312.1,Level crossing gate motor overhaul & interlock test,Moderate,5,2,3,12,360,12,Yes,Corrective,Pending,74.1,57.7,Low,65.9
TSK-06265,Operating,AST-06265,Track Circuit,COR-051,332.6,"Track tamping, ballast packing & alignment check",Minor,5,1,5,26,180,12,No,Preventive,In Progress,37.3,87.4,Low,62.4
TSK-06266,Signal & Telecom,AST-06266,Signal - Multi Aspect,COR-056,259.4,Level crossing gate motor overhaul & interlock test,Moderate,4,4,4,8,60,3,No,Corrective,Scheduled,33.7,39.8,High,36.8
TSK-06267,Electrical,AST-06267,Bridge Span,COR-007,51.0,Multi-aspect LED signal bulb replacement & relay test,Critical,1,3,2,12,120,11,Yes,Breakdown,Pending,54.1,76.1,High,65.1
TSK-06268,Engineering,AST-06268,Bridge Span,COR-086,283.3,Level crossing gate motor overhaul & interlock test,Minor,2,2,5,11,360,4,Yes,Preventive,In Progress,64.7,81.4,Medium,73.1
TSK-06269,Operating,AST-06269,Interlocking Switch,COR-004,115.6,Bridge expansion joint inspection & bolt tightening,Major,1,2,4,23,60,4,Yes,Preventive,Scheduled,86.0,39.2,Low,62.6
TSK-06270,Signal & Telecom,AST-06270,Bridge Span,COR-047,294.1,Bridge expansion joint inspection & bolt tightening,Critical,2,5,1,38,360,5,No,Preventive,In Progress,83.9,20.9,Medium,52.4
TSK-06271,Engineering,AST-06271,Interlocking Switch,COR-042,104.0,OHE cantilever insulator cleaning & height adjustment,Moderate,2,5,5,4,60,6,No,Breakdown,Scheduled,48.0,71.0,Low,59.5
TSK-06272,Signal & Telecom,AST-06272,Track Circuit,COR-009,317.2,Bridge expansion joint inspection & bolt tightening,Minor,3,1,3,19,180,3,Yes,Corrective,In Progress,47.8,62.5,High,55.1
TSK-06273,Engineering,AST-06273,Interlocking Switch,COR-084,210.2,"Track tamping, ballast packing & alignment check",Minor,5,2,3,4,360,6,Yes,Corrective,In Progress,79.3,45.1,Medium,62.2
TSK-06274,Signal & Telecom,AST-06274,Axle Counter,COR-066,210.9,Axle counter digital sensor reset test,Moderate,1,5,1,45,360,6,No,Emergency,Pending,83.3,41.8,Low,62.5
TSK-06275,Engineering,AST-06275,Bridge Span,COR-027,247.1,Multi-aspect LED signal bulb replacement & relay test,Minor,1,1,5,18,60,12,No,Corrective,In Progress,69.9,24.3,Low,47.1
TSK-06276,Signal & Telecom,AST-06276,Interlocking Switch,COR-081,216.0,Bridge expansion joint inspection & bolt tightening,Major,1,1,4,38,120,3,Yes,Corrective,Scheduled,36.3,22.6,Medium,29.4
TSK-06277,Electrical,AST-06277,Point & Crossing,COR-066,410.3,OHE cantilever insulator cleaning & height adjustment,Moderate,1,1,2,35,240,4,No,Breakdown,Pending,20.8,41.6,Low,31.2
TSK-06278,Operating,AST-06278,Point & Crossing,COR-061,99.2,Rail flaw ultrasonics check required,Major,5,2,4,21,240,9,No,Emergency,In Progress,39.1,61.2,High,50.2
TSK-06279,Electrical,AST-06279,OHE Catenary,COR-077,281.7,"Track tamping, ballast packing & alignment check",Minor,1,4,3,22,180,3,Yes,Emergency,Scheduled,21.9,32.1,Medium,27.0
TSK-06280,Signal & Telecom,AST-06280,Interlocking Switch,COR-026,357.9,Bridge expansion joint inspection & bolt tightening,Critical,1,1,5,42,240,8,No,Corrective,Pending,80.3,69.2,Low,74.8
TSK-06281,Signal & Telecom,AST-06281,Point & Crossing,COR-042,379.0,"Track tamping, ballast packing & alignment check",Major,1,2,2,31,240,12,No,Corrective,In Progress,51.4,22.8,High,37.1
TSK-06282,Electrical,AST-06282,Interlocking Switch,COR-071,154.5,Bridge expansion joint inspection & bolt tightening,Moderate,4,1,4,11,240,12,Yes,Breakdown,Scheduled,55.1,59.7,Medium,57.4
TSK-06283,Electrical,AST-06283,Axle Counter,COR-015,63.6,Bridge expansion joint inspection & bolt tightening,Critical,1,1,4,35,60,7,No,Preventive,Completed,59.5,74.0,High,66.8
TSK-06284,Engineering,AST-06284,Level Crossing Gate,COR-090,275.6,OHE cantilever insulator cleaning & height adjustment,Moderate,3,3,4,1,240,5,Yes,Breakdown,In Progress,63.1,38.4,Medium,50.8
TSK-06285,Electrical,AST-06285,Signal - Multi Aspect,COR-023,387.3,Rail flaw ultrasonics check required,Moderate,5,4,3,24,360,3,No,Emergency,In Progress,43.8,71.3,Medium,57.5
TSK-06286,Signal & Telecom,AST-06286,OHE Catenary,COR-020,336.7,"Track tamping, ballast packing & alignment check",Critical,1,1,4,13,240,5,Yes,Preventive,In Progress,85.1,95.0,High,90.0
TSK-06287,Electrical,AST-06287,Point & Crossing,COR-005,279.6,Multi-aspect LED signal bulb replacement & relay test,Minor,2,2,3,18,60,12,No,Emergency,Scheduled,53.9,17.4,Low,35.6
TSK-06288,Engineering,AST-06288,Signal - Multi Aspect,COR-082,308.9,Axle counter digital sensor reset test,Major,3,3,2,21,360,11,No,Preventive,In Progress,97.7,28.0,Low,62.9
TSK-06289,Electrical,AST-06289,Interlocking Switch,COR-041,176.0,Bridge expansion joint inspection & bolt tightening,Minor,2,1,3,6,180,7,Yes,Breakdown,Completed,70.4,59.7,Low,65.1
TSK-06290,Operating,AST-06290,Axle Counter,COR-018,64.3,Multi-aspect LED signal bulb replacement & relay test,Minor,1,1,3,24,120,7,Yes,Preventive,Completed,44.6,57.1,Medium,50.9
TSK-06291,Operating,AST-06291,Interlocking Switch,COR-061,193.6,Bridge expansion joint inspection & bolt tightening,Critical,1,2,5,44,120,3,Yes,Breakdown,In Progress,23.5,28.8,Medium,26.1
TSK-06292,Operating,AST-06292,OHE Catenary,COR-058,144.7,Bridge expansion joint inspection & bolt tightening,Critical,4,3,4,30,360,10,Yes,Breakdown,Pending,25.7,75.8,High,50.8
TSK-06293,Operating,AST-06293,Bridge Span,COR-012,40.3,Multi-aspect LED signal bulb replacement & relay test,Moderate,3,1,5,41,180,12,Yes,Preventive,Scheduled,21.8,63.2,Low,42.5
TSK-06294,Signal & Telecom,AST-06294,Bridge Span,COR-074,273.9,Axle counter digital sensor reset test,Major,5,4,5,37,120,4,Yes,Preventive,Pending,68.6,74.7,Low,71.7
TSK-06295,Signal & Telecom,AST-06295,Level Crossing Gate,COR-062,150.1,"Track tamping, ballast packing & alignment check",Moderate,1,5,5,44,360,8,Yes,Emergency,In Progress,70.8,26.8,Medium,48.8
TSK-06296,Operating,AST-06296,Point & Crossing,COR-010,409.6,Axle counter digital sensor reset test,Critical,5,4,1,24,360,5,Yes,Corrective,Scheduled,38.4,45.8,Low,42.1
TSK-06297,Electrical,AST-06297,Level Crossing Gate,COR-045,104.9,Level crossing gate motor overhaul & interlock test,Major,1,4,4,0,180,12,Yes,Emergency,Pending,83.6,60.7,Medium,72.2
TSK-06298,Engineering,AST-06298,Axle Counter,COR-049,241.7,Point machine lubrication & locking calibration,Critical,2,1,5,9,60,9,Yes,Preventive,Pending,43.7,41.2,Medium,42.5
TSK-06299,Electrical,AST-06299,Axle Counter,COR-091,8.7,"Track tamping, ballast packing & alignment check",Minor,1,3,2,38,180,6,Yes,Corrective,Completed,73.1,93.5,Low,83.3
TSK-06300,Electrical,AST-06300,Point & Crossing,COR-062,214.5,"Track tamping, ballast packing & alignment check",Critical,1,3,2,28,60,10,Yes,Corrective,Scheduled,93.3,59.1,Low,76.2
TSK-06301,Operating,AST-06301,Level Crossing Gate,COR-067,151.5,"Track tamping, ballast packing & alignment check",Minor,5,4,5,7,180,6,No,Corrective,Pending,29.4,23.6,Medium,26.5
TSK-06302,Operating,AST-06302,Signal - Multi Aspect,COR-089,185.3,Bridge expansion joint inspection & bolt tightening,Critical,1,3,4,19,60,9,Yes,Preventive,Completed,30.0,86.6,Low,58.3
TSK-06303,Engineering,AST-06303,Bridge Span,COR-089,390.6,Rail flaw ultrasonics check required,Major,1,2,1,0,180,5,Yes,Preventive,Completed,63.4,49.4,Medium,56.4
TSK-06304,Signal & Telecom,AST-06304,Interlocking Switch,COR-047,309.8,"Track tamping, ballast packing & alignment check",Minor,3,3,4,32,360,6,Yes,Preventive,Scheduled,58.5,64.7,Low,61.6
TSK-06305,Operating,AST-06305,Point & Crossing,COR-081,182.4,Point machine lubrication & locking calibration,Critical,3,1,4,34,240,11,Yes,Preventive,Completed,83.4,36.0,Low,59.7
TSK-06306,Engineering,AST-06306,Interlocking Switch,COR-047,66.8,Multi-aspect LED signal bulb replacement & relay test,Major,2,1,1,19,60,3,Yes,Corrective,In Progress,26.5,67.9,Low,47.2
TSK-06307,Electrical,AST-06307,Point & Crossing,COR-031,332.1,"Track tamping, ballast packing & alignment check",Moderate,1,1,2,24,120,11,Yes,Preventive,In Progress,54.6,57.9,High,56.2
TSK-06308,Electrical,AST-06308,Level Crossing Gate,COR-014,369.6,"Track tamping, ballast packing & alignment check",Critical,4,5,3,27,360,10,Yes,Corrective,Scheduled,97.3,26.8,Medium,62.0
TSK-06309,Operating,AST-06309,Axle Counter,COR-010,346.2,Bridge expansion joint inspection & bolt tightening,Moderate,3,3,1,36,180,5,Yes,Emergency,In Progress,25.5,23.3,High,24.4
TSK-06310,Signal & Telecom,AST-06310,Level Crossing Gate,COR-086,389.5,"Track tamping, ballast packing & alignment check",Critical,5,2,2,13,360,11,No,Corrective,In Progress,66.7,93.9,High,80.3
TSK-06311,Engineering,AST-06311,Track Circuit,COR-041,81.2,Point machine lubrication & locking calibration,Major,5,3,1,22,360,8,Yes,Emergency,Completed,69.5,41.3,High,55.4
TSK-06312,Operating,AST-06312,Signal - Multi Aspect,COR-009,253.8,Level crossing gate motor overhaul & interlock test,Minor,4,3,4,31,120,3,Yes,Preventive,In Progress,42.9,22.5,Medium,32.7
TSK-06313,Engineering,AST-06313,Axle Counter,COR-057,31.3,Rail flaw ultrasonics check required,Major,2,3,5,1,360,10,Yes,Breakdown,In Progress,30.4,40.3,Medium,35.3
TSK-06314,Electrical,AST-06314,Axle Counter,COR-060,169.1,"Track tamping, ballast packing & alignment check",Minor,5,4,5,19,120,9,No,Corrective,In Progress,62.3,68.0,Low,65.2
TSK-06315,Engineering,AST-06315,Track Circuit,COR-055,407.5,Multi-aspect LED signal bulb replacement & relay test,Critical,3,1,1,30,180,5,Yes,Emergency,Scheduled,44.0,61.2,Medium,52.6
TSK-06316,Engineering,AST-06316,Track Circuit,COR-091,251.5,Rail flaw ultrasonics check required,Minor,1,4,2,15,180,9,Yes,Emergency,Scheduled,93.2,70.1,High,81.7
TSK-06317,Operating,AST-06317,Signal - Multi Aspect,COR-021,336.5,OHE cantilever insulator cleaning & height adjustment,Minor,3,3,5,28,180,7,Yes,Corrective,Scheduled,94.1,91.7,Low,92.9
TSK-06318,Engineering,AST-06318,Point & Crossing,COR-002,391.1,Point machine lubrication & locking calibration,Critical,4,5,5,36,60,4,Yes,Preventive,Scheduled,89.3,52.0,Medium,70.7
TSK-06319,Operating,AST-06319,Point & Crossing,COR-093,99.4,OHE cantilever insulator cleaning & height adjustment,Major,5,5,4,32,120,9,Yes,Preventive,Pending,40.4,91.4,High,65.9
TSK-06320,Operating,AST-06320,Point & Crossing,COR-087,2.4,Point machine lubrication & locking calibration,Minor,1,3,1,19,360,11,Yes,Preventive,Completed,47.5,59.4,Low,53.5
TSK-06321,Electrical,AST-06321,OHE Catenary,COR-041,25.0,"Track tamping, ballast packing & alignment check",Critical,5,1,5,14,360,9,Yes,Emergency,In Progress,73.6,89.1,High,81.3
TSK-06322,Signal & Telecom,AST-06322,Interlocking Switch,COR-079,265.8,Axle counter digital sensor reset test,Minor,4,3,3,24,240,5,Yes,Breakdown,Completed,64.8,60.0,Medium,62.4
TSK-06323,Engineering,AST-06323,OHE Catenary,COR-040,360.1,Point machine lubrication & locking calibration,Minor,3,2,1,25,180,6,No,Preventive,Completed,47.6,83.5,High,65.5
TSK-06324,Engineering,AST-06324,OHE Catenary,COR-009,354.8,Level crossing gate motor overhaul & interlock test,Minor,4,2,4,25,240,4,Yes,Breakdown,Completed,33.4,65.9,High,49.7
TSK-06325,Electrical,AST-06325,OHE Catenary,COR-054,44.0,Rail flaw ultrasonics check required,Major,3,2,3,37,120,11,Yes,Breakdown,Scheduled,52.1,81.7,High,66.9
TSK-06326,Operating,AST-06326,Track Circuit,COR-072,229.0,Axle counter digital sensor reset test,Minor,3,4,1,4,240,4,Yes,Preventive,Scheduled,85.5,31.3,Low,58.4
TSK-06327,Electrical,AST-06327,Point & Crossing,COR-066,221.7,Bridge expansion joint inspection & bolt tightening,Minor,2,4,1,26,360,10,No,Emergency,Pending,50.2,30.4,Low,40.3
TSK-06328,Operating,AST-06328,Signal - Multi Aspect,COR-059,38.0,"Track tamping, ballast packing & alignment check",Critical,4,1,4,28,360,5,Yes,Corrective,In Progress,53.9,47.0,Medium,50.5
TSK-06329,Signal & Telecom,AST-06329,Point & Crossing,COR-026,156.6,Point machine lubrication & locking calibration,Major,1,5,3,10,180,12,Yes,Breakdown,In Progress,32.0,54.5,Low,43.2
TSK-06330,Engineering,AST-06330,Signal - Multi Aspect,COR-041,130.5,Point machine lubrication & locking calibration,Minor,1,3,4,9,360,11,Yes,Preventive,Scheduled,97.7,30.0,Low,63.9
TSK-06331,Signal & Telecom,AST-06331,Track Circuit,COR-079,44.6,Multi-aspect LED signal bulb replacement & relay test,Moderate,5,4,2,38,360,6,Yes,Emergency,Scheduled,76.8,92.1,Low,84.4
TSK-06332,Signal & Telecom,AST-06332,Signal - Multi Aspect,COR-066,248.2,Multi-aspect LED signal bulb replacement & relay test,Major,1,5,2,9,60,10,No,Corrective,Completed,38.8,90.2,Medium,64.5
TSK-06333,Signal & Telecom,AST-06333,OHE Catenary,COR-034,207.2,Axle counter digital sensor reset test,Major,4,1,1,34,360,12,No,Corrective,Completed,38.2,71.0,Low,54.6
TSK-06334,Engineering,AST-06334,Axle Counter,COR-009,224.5,Point machine lubrication & locking calibration,Minor,1,5,2,27,180,12,Yes,Emergency,In Progress,80.1,25.7,Medium,52.9
TSK-06335,Engineering,AST-06335,Bridge Span,COR-013,293.7,Point machine lubrication & locking calibration,Minor,1,1,2,8,180,12,No,Corrective,In Progress,91.3,74.3,Low,82.8
TSK-06336,Engineering,AST-06336,Point & Crossing,COR-065,56.8,Bridge expansion joint inspection & bolt tightening,Moderate,4,3,1,44,180,7,Yes,Preventive,Completed,51.4,29.5,Medium,40.5
TSK-06337,Operating,AST-06337,Point & Crossing,COR-034,193.1,Level crossing gate motor overhaul & interlock test,Critical,5,1,3,7,120,11,No,Emergency,In Progress,89.3,25.6,Medium,57.5
TSK-06338,Engineering,AST-06338,OHE Catenary,COR-010,166.2,Bridge expansion joint inspection & bolt tightening,Major,5,4,3,1,360,5,Yes,Corrective,Pending,25.9,19.8,Medium,22.9
TSK-06339,Electrical,AST-06339,Level Crossing Gate,COR-016,45.2,OHE cantilever insulator cleaning & height adjustment,Minor,3,4,4,1,360,6,No,Breakdown,In Progress,25.5,78.6,Medium,52.0
TSK-06340,Operating,AST-06340,Axle Counter,COR-057,86.2,Point machine lubrication & locking calibration,Major,1,3,5,14,180,5,Yes,Preventive,Scheduled,90.9,72.9,Medium,81.9
TSK-06341,Engineering,AST-06341,Level Crossing Gate,COR-088,57.5,Axle counter digital sensor reset test,Moderate,3,4,1,9,120,7,Yes,Emergency,Scheduled,96.6,77.4,Medium,87.0
TSK-06342,Signal & Telecom,AST-06342,OHE Catenary,COR-039,235.9,Rail flaw ultrasonics check required,Minor,2,1,4,37,360,6,Yes,Emergency,In Progress,89.9,75.0,High,82.5
TSK-06343,Operating,AST-06343,Signal - Multi Aspect,COR-040,303.5,Level crossing gate motor overhaul & interlock test,Minor,4,2,4,27,240,10,No,Preventive,Scheduled,65.8,25.1,Low,45.5
TSK-06344,Signal & Telecom,AST-06344,Signal - Multi Aspect,COR-050,350.5,Point machine lubrication & locking calibration,Moderate,5,4,3,20,180,7,Yes,Breakdown,Completed,73.4,27.4,Medium,50.4
TSK-06345,Operating,AST-06345,Point & Crossing,COR-031,260.4,Rail flaw ultrasonics check required,Critical,5,3,5,22,120,7,Yes,Preventive,Completed,86.7,89.4,Medium,88.1
TSK-06346,Engineering,AST-06346,Level Crossing Gate,COR-028,30.3,Level crossing gate motor overhaul & interlock test,Minor,5,3,1,30,60,7,No,Preventive,In Progress,98.0,44.0,Low,71.0
TSK-06347,Signal & Telecom,AST-06347,Signal - Multi Aspect,COR-013,291.4,OHE cantilever insulator cleaning & height adjustment,Moderate,2,3,5,40,360,7,No,Preventive,Pending,68.6,82.9,High,75.8
TSK-06348,Operating,AST-06348,Interlocking Switch,COR-006,271.6,Level crossing gate motor overhaul & interlock test,Major,3,3,3,3,60,12,Yes,Emergency,In Progress,20.2,68.8,Low,44.5
TSK-06349,Signal & Telecom,AST-06349,Interlocking Switch,COR-019,383.1,"Track tamping, ballast packing & alignment check",Moderate,2,1,1,18,360,10,No,Emergency,Pending,44.4,44.6,Medium,44.5
TSK-06350,Electrical,AST-06350,Point & Crossing,COR-093,374.8,OHE cantilever insulator cleaning & height adjustment,Moderate,5,2,4,10,240,11,Yes,Corrective,In Progress,54.1,41.6,Medium,47.9
TSK-06351,Operating,AST-06351,Bridge Span,COR-021,104.0,Multi-aspect LED signal bulb replacement & relay test,Major,2,1,3,0,360,7,No,Preventive,Completed,79.3,77.7,High,78.5
TSK-06352,Electrical,AST-06352,OHE Catenary,COR-009,134.6,OHE cantilever insulator cleaning & height adjustment,Critical,3,1,5,3,120,3,Yes,Breakdown,Scheduled,65.7,22.2,Low,44.0
TSK-06353,Electrical,AST-06353,Signal - Multi Aspect,COR-037,375.3,Point machine lubrication & locking calibration,Moderate,5,2,3,28,360,7,Yes,Breakdown,Pending,20.2,60.2,High,40.2
TSK-06354,Operating,AST-06354,OHE Catenary,COR-072,320.8,Multi-aspect LED signal bulb replacement & relay test,Major,4,4,4,33,360,5,Yes,Corrective,Completed,88.3,76.8,High,82.5
TSK-06355,Signal & Telecom,AST-06355,Bridge Span,COR-038,16.8,"Track tamping, ballast packing & alignment check",Moderate,1,1,5,10,240,9,Yes,Preventive,Pending,94.1,50.5,High,72.3
TSK-06356,Engineering,AST-06356,Bridge Span,COR-070,323.2,Rail flaw ultrasonics check required,Minor,5,3,3,35,180,7,Yes,Breakdown,In Progress,83.3,41.9,Low,62.6
TSK-06357,Engineering,AST-06357,Axle Counter,COR-058,384.1,Point machine lubrication & locking calibration,Moderate,3,2,3,44,120,5,Yes,Emergency,Pending,71.5,58.8,High,65.2
TSK-06358,Electrical,AST-06358,OHE Catenary,COR-081,369.7,Axle counter digital sensor reset test,Minor,2,5,2,42,60,10,Yes,Preventive,Scheduled,54.1,17.4,High,35.8
TSK-06359,Signal & Telecom,AST-06359,Interlocking Switch,COR-036,46.4,Multi-aspect LED signal bulb replacement & relay test,Major,5,5,2,3,360,7,Yes,Preventive,Pending,73.1,71.4,High,72.2
TSK-06360,Engineering,AST-06360,Signal - Multi Aspect,COR-071,227.9,OHE cantilever insulator cleaning & height adjustment,Critical,5,4,3,42,60,5,Yes,Preventive,In Progress,20.0,84.8,Medium,52.4
TSK-06361,Electrical,AST-06361,OHE Catenary,COR-051,350.0,Level crossing gate motor overhaul & interlock test,Critical,1,3,1,37,60,5,Yes,Corrective,Scheduled,39.6,72.7,High,56.2
TSK-06362,Engineering,AST-06362,Bridge Span,COR-052,226.0,Rail flaw ultrasonics check required,Minor,1,1,4,3,360,9,Yes,Preventive,Scheduled,88.1,78.3,Low,83.2
TSK-06363,Electrical,AST-06363,Interlocking Switch,COR-023,60.0,Bridge expansion joint inspection & bolt tightening,Critical,5,3,2,13,120,11,No,Corrective,Completed,72.9,91.9,Low,82.4
TSK-06364,Operating,AST-06364,Signal - Multi Aspect,COR-004,21.8,Rail flaw ultrasonics check required,Moderate,3,5,3,15,60,5,Yes,Breakdown,Pending,39.5,35.8,Medium,37.6
TSK-06365,Signal & Telecom,AST-06365,Axle Counter,COR-080,147.5,OHE cantilever insulator cleaning & height adjustment,Moderate,4,5,1,12,240,8,Yes,Emergency,Pending,62.3,60.1,Low,61.2
TSK-06366,Signal & Telecom,AST-06366,Axle Counter,COR-004,117.7,"Track tamping, ballast packing & alignment check",Major,4,3,4,37,360,10,Yes,Preventive,Completed,45.9,71.6,Low,58.8
TSK-06367,Signal & Telecom,AST-06367,Bridge Span,COR-018,269.5,OHE cantilever insulator cleaning & height adjustment,Minor,2,2,1,45,120,9,Yes,Preventive,Scheduled,26.8,56.1,High,41.5
TSK-06368,Electrical,AST-06368,Level Crossing Gate,COR-066,388.1,Level crossing gate motor overhaul & interlock test,Minor,4,5,5,16,120,6,Yes,Breakdown,In Progress,73.2,29.1,Medium,51.2
TSK-06369,Operating,AST-06369,Bridge Span,COR-001,141.4,"Track tamping, ballast packing & alignment check",Minor,5,1,1,31,180,10,Yes,Emergency,Completed,71.2,23.9,Medium,47.5
TSK-06370,Electrical,AST-06370,Bridge Span,COR-051,88.4,Multi-aspect LED signal bulb replacement & relay test,Minor,2,4,4,15,120,9,No,Corrective,In Progress,71.9,51.6,Low,61.8
TSK-06371,Engineering,AST-06371,Bridge Span,COR-090,261.9,Bridge expansion joint inspection & bolt tightening,Critical,4,2,2,2,240,11,No,Preventive,Pending,73.2,91.9,Low,82.6
TSK-06372,Engineering,AST-06372,Track Circuit,COR-070,210.8,Level crossing gate motor overhaul & interlock test,Critical,2,5,5,14,240,8,Yes,Emergency,Pending,21.1,90.0,Low,55.5
TSK-06373,Engineering,AST-06373,OHE Catenary,COR-079,10.8,"Track tamping, ballast packing & alignment check",Major,5,5,5,13,240,9,Yes,Emergency,Completed,60.1,87.8,Low,74.0
TSK-06374,Electrical,AST-06374,Bridge Span,COR-017,338.8,Level crossing gate motor overhaul & interlock test,Minor,3,2,4,32,180,4,No,Breakdown,Scheduled,80.1,87.0,High,83.5
TSK-06375,Engineering,AST-06375,Level Crossing Gate,COR-012,349.5,Multi-aspect LED signal bulb replacement & relay test,Moderate,4,2,3,4,240,6,Yes,Preventive,Pending,91.9,18.3,Medium,55.1
TSK-06376,Electrical,AST-06376,Track Circuit,COR-048,354.2,"Track tamping, ballast packing & alignment check",Minor,4,3,5,25,240,8,Yes,Emergency,In Progress,48.9,18.1,High,33.5
TSK-06377,Signal & Telecom,AST-06377,Axle Counter,COR-097,345.5,Level crossing gate motor overhaul & interlock test,Major,1,4,2,13,120,10,Yes,Breakdown,In Progress,28.5,85.0,Low,56.8
TSK-06378,Operating,AST-06378,Axle Counter,COR-056,214.9,Level crossing gate motor overhaul & interlock test,Moderate,5,1,5,22,240,12,Yes,Corrective,Pending,28.1,94.8,Low,61.5
TSK-06379,Operating,AST-06379,Signal - Multi Aspect,COR-065,306.6,Multi-aspect LED signal bulb replacement & relay test,Moderate,1,5,5,36,60,7,Yes,Preventive,In Progress,67.1,31.0,Low,49.0
TSK-06380,Operating,AST-06380,Bridge Span,COR-089,66.6,Level crossing gate motor overhaul & interlock test,Critical,5,2,2,22,180,3,Yes,Preventive,Scheduled,39.1,94.9,Low,67.0
TSK-06381,Signal & Telecom,AST-06381,Bridge Span,COR-052,240.0,Bridge expansion joint inspection & bolt tightening,Minor,2,1,5,39,180,11,No,Breakdown,In Progress,22.2,36.6,Medium,29.4
TSK-06382,Electrical,AST-06382,Axle Counter,COR-009,112.1,Multi-aspect LED signal bulb replacement & relay test,Critical,5,5,2,17,180,3,Yes,Preventive,In Progress,91.7,18.2,Medium,55.0
TSK-06383,Signal & Telecom,AST-06383,Axle Counter,COR-021,45.0,Axle counter digital sensor reset test,Minor,2,4,3,43,180,12,No,Emergency,In Progress,50.5,67.4,Medium,59.0
TSK-06384,Electrical,AST-06384,Bridge Span,COR-034,229.3,OHE cantilever insulator cleaning & height adjustment,Critical,5,2,1,26,240,3,Yes,Breakdown,Pending,92.2,37.3,Medium,64.8
TSK-06385,Signal & Telecom,AST-06385,Interlocking Switch,COR-047,397.0,"Track tamping, ballast packing & alignment check",Moderate,4,5,3,16,180,4,Yes,Preventive,In Progress,53.1,42.5,Medium,47.8
TSK-06386,Electrical,AST-06386,Level Crossing Gate,COR-094,54.3,OHE cantilever insulator cleaning & height adjustment,Major,1,2,5,40,360,12,Yes,Preventive,Pending,58.4,94.9,Medium,76.7
