task_id,asset_id,asset_type,corridor_id,location_km,signal_type,defect_or_task,severity,criticality_1_5,safety_risk_1_5,operational_impact_1_5,reported_date,due_date,overdue_days,estimated_duration_min,required_team_size,maintenance_type,possession_required,status
SMMS001742,AST008494,Point Machine,C00042,62.4,Electric Point Machine,Point machine fault,Medium,2,3,1,2025-05-30,2025-06-22,0,160,3,Preventive,No,Completed
SMMS001743,AST005878,Signal,C00075,45.1,Colour Light Signal,Signal lamp/equipment replacement,Medium,2,2,2,2025-06-16,2025-07-01,0,55,3,Corrective,No,In Progress
SMMS001744,AST008623,Axle Counter,C00041,17.6,Axle Counter,Axle counter fault,Medium,3,2,2,2025-06-06,2025-06-23,8,81,2,Corrective,Yes,In Progress
SMMS001745,AST007488,Interlocking,C00018,61.1,Route Relay Interlocking,Interlocking inspection,Low,2,3,1,2025-05-30,2025-07-06,0,210,3,Inspection,No,Open
SMMS001746,AST006875,Telecom Cable,C00069,202.7,Quad Cable,Cable fault,Medium,3,2,2,2025-06-28,2025-07-17,0,199,4,Preventive,No,Open
SMMS001747,AST005465,Interlocking,C00068,3.1,Route Relay Interlocking,Interlocking inspection,Medium,3,4,1,2025-06-08,2025-06-22,9,220,5,Inspection,No,Open
SMMS001748,AST008320,Optical Fiber,C00093,32.9,OFC Link,Cable fault,Medium,4,3,3,2025-06-17,2025-07-07,0,114,3,Corrective,No,Scheduled
SMMS001749,AST006191,Relay,C00098,0.3,Relay Interlocking,Relay degradation,Medium,3,3,3,2025-06-19,2025-07-06,0,33,3,Preventive,Yes,Deferred
SMMS001750,AST008262,Level Crossing Signal,C00008,131.6,LC Gate Signal,Signal failure,High,4,3,3,2025-05-19,2025-05-28,34,88,2,Corrective,Yes,Scheduled
SMMS001751,AST007215,Level Crossing Signal,C00077,15.7,LC Gate Signal,Signal failure,Medium,4,2,2,2025-05-23,2025-06-10,21,86,3,Preventive,Yes,In Progress
SMMS001752,AST005724,Interlocking,C00024,18.8,Route Relay Interlocking,Interlocking inspection,Critical,4,4,3,2025-03-21,2025-03-23,100,252,5,Inspection,Yes,Scheduled
SMMS001753,AST008493,Point Machine,C00071,21.7,Electric Point Machine,Point machine fault,Critical,4,5,3,2025-06-17,2025-06-20,11,143,4,Preventive,Yes,Open
SMMS001754,AST006643,Axle Counter,C00077,1.8,Axle Counter,Axle counter fault,Critical,4,5,5,2025-05-25,2025-05-29,33,84,2,Corrective,No,Deferred
SMMS001755,AST008509,Optical Fiber,C00068,74.4,OFC Link,Cable fault,High,2,5,2,2025-06-14,2025-06-19,12,171,5,Corrective,Yes,Open
SMMS001756,AST005329,Telecom Cable,C00089,56.2,Quad Cable,Cable fault,Low,2,3,1,2025-04-07,2025-05-14,48,151,3,Preventive,Yes,Scheduled
SMMS001757,AST007136,Axle Counter,C00099,11.7,Axle Counter,Axle counter fault,Critical,3,5,2,2025-06-29,2025-07-03,0,130,3,Preventive,No,Open
SMMS001758,AST007647,Relay,C00065,4.2,Relay Interlocking,Relay degradation,Medium,4,2,2,2025-05-30,2025-06-14,17,44,3,Preventive,Yes,Open
SMMS001759,AST006411,Relay,C00074,16.3,Relay Interlocking,Relay degradation,Medium,2,2,2,2025-06-21,2025-07-08,0,88,3,Corrective,Yes,Deferred
SMMS001760,AST006609,Track Circuit,C00005,121.2,Track Circuit,Track circuit fault,High,3,4,2,2025-06-23,2025-06-28,3,158,4,Preventive,Yes,Open
SMMS001761,AST006175,Level Crossing Signal,C00095,18.8,LC Gate Signal,Signal failure,High,2,3,3,2025-06-29,2025-07-06,0,81,3,Corrective,Yes,In Progress
SMMS001762,AST006880,Track Circuit,C00050,22.2,Track Circuit,Track circuit fault,Low,2,2,1,2025-05-29,2025-07-10,0,114,4,Preventive,Yes,Completed
SMMS001763,AST006920,Interlocking,C00068,31.0,Route Relay Interlocking,Interlocking inspection,Critical,3,4,4,2025-04-25,2025-04-27,0,218,5,Inspection,No,Completed
SMMS001764,AST008139,Relay,C00066,34.8,Relay Interlocking,Relay degradation,High,2,4,2,2025-04-29,2025-05-03,0,109,3,Preventive,Yes,Completed
SMMS001765,AST007164,Optical Fiber,C00041,17.2,OFC Link,Cable fault,High,4,3,4,2025-06-27,2025-07-05,0,212,3,Corrective,Yes,Scheduled
SMMS001766,AST007054,Optical Fiber,C00038,91.0,OFC Link,Cable fault,Medium,2,3,2,2025-05-21,2025-06-10,0,155,2,Preventive,No,Completed
SMMS001767,AST008418,Relay,C00083,96.3,Relay Interlocking,Relay degradation,Medium,2,2,3,2025-03-16,2025-04-08,84,103,4,Preventive,No,Open
SMMS001768,AST006326,Axle Counter,C00020,52.5,Axle Counter,Axle counter fault,Medium,1,2,2,2025-06-24,2025-07-11,0,116,2,Corrective,Yes,Open
SMMS001769,AST006514,Axle Counter,C00027,67.3,Axle Counter,Axle counter fault,Medium,2,3,2,2025-06-18,2025-07-07,0,52,4,Preventive,Yes,Open
SMMS001770,AST006989,Axle Counter,C00013,23.3,Axle Counter,Axle counter fault,Medium,3,3,1,2025-03-21,2025-04-04,88,90,2,Preventive,No,Open
SMMS001771,AST006049,Telecom Cable,C00100,4.0,Quad Cable,Cable fault,Medium,3,2,1,2025-06-21,2025-07-03,0,122,2,Corrective,Yes,In Progress
SMMS001772,AST005950,Interlocking,C00070,7.1,Route Relay Interlocking,Interlocking inspection,Low,3,2,2,2025-06-28,2025-07-22,0,258,3,Inspection,No,In Progress
SMMS001773,AST006885,Relay,C00063,139.3,Relay Interlocking,Relay degradation,Low,2,2,1,2025-05-24,2025-07-08,0,79,2,Preventive,No,In Progress
SMMS001774,AST006668,Relay,C00067,115.2,Relay Interlocking,Relay degradation,Low,3,1,1,2025-06-06,2025-07-04,0,36,1,Corrective,Yes,Deferred
SMMS001775,AST007605,Track Circuit,C00024,7.8,Track Circuit,Track circuit fault,Medium,2,3,2,2025-06-18,2025-07-08,0,154,1,Preventive,No,Completed
SMMS001776,AST007845,Track Circuit,C00044,35.9,Track Circuit,Track circuit fault,High,4,5,2,2025-06-11,2025-06-20,11,207,3,Corrective,Yes,Open
SMMS001777,AST006479,Point Machine,C00042,73.3,Electric Point Machine,Point machine fault,High,3,3,3,2025-03-24,2025-03-30,93,170,2,Corrective,Yes,Scheduled
SMMS001778,AST007892,Relay,C00012,36.9,Relay Interlocking,Relay degradation,Medium,4,2,3,2025-04-28,2025-05-09,53,87,3,Corrective,Yes,Scheduled
SMMS001779,AST007821,Optical Fiber,C00061,43.8,OFC Link,Cable fault,Low,2,2,1,2025-06-06,2025-07-13,0,159,3,Inspection,No,Open
SMMS001780,AST005965,Point Machine,C00072,36.2,Electric Point Machine,Point machine fault,Medium,2,3,1,2025-04-27,2025-05-17,45,181,4,Preventive,Yes,Open
SMMS001781,AST007086,Level Crossing Signal,C00060,6.9,LC Gate Signal,Signal failure,High,2,2,4,2025-06-28,2025-07-05,0,163,5,Corrective,No,Open
SMMS001782,AST006381,Telecom Cable,C00042,34.6,Quad Cable,Cable fault,Medium,3,2,3,2025-03-03,2025-03-21,102,195,2,Corrective,No,Open
SMMS001783,AST007860,Axle Counter,C00076,139.2,Axle Counter,Axle counter fault,Medium,3,3,4,2025-06-17,2025-07-03,0,140,4,Corrective,Yes,Scheduled
SMMS001784,AST007407,Axle Counter,C00079,48.5,Axle Counter,Axle counter fault,Medium,2,3,1,2025-06-28,2025-07-15,0,94,2,Preventive,Yes,Open
SMMS001785,AST005945,Signal,C00066,22.7,Colour Light Signal,Signal failure,Critical,4,5,3,2025-06-24,2025-06-26,5,173,2,Preventive,Yes,Deferred
SMMS001786,AST006407,Signal,C00079,41.7,Colour Light Signal,Signal lamp/equipment replacement,Medium,4,4,2,2025-06-23,2025-07-05,0,61,2,Corrective,Yes,Open
SMMS001787,AST006191,Relay,C00098,0.3,Relay Interlocking,Relay degradation,High,4,4,2,2025-06-22,2025-06-29,2,53,3,Preventive,No,Scheduled
SMMS001788,AST006222,Telecom Cable,C00075,17.6,Quad Cable,Cable fault,Low,1,3,1,2025-06-29,2025-08-10,0,163,3,Corrective,Yes,Open
SMMS001789,AST007914,Telecom Cable,C00068,67.9,Quad Cable,Cable fault,High,5,4,2,2025-06-21,2025-06-28,3,211,3,Preventive,No,Scheduled
SMMS001790,AST005477,Relay,C00077,7.6,Relay Interlocking,Relay degradation,Low,2,2,2,2025-06-08,2025-07-01,0,149,3,Inspection,Yes,Open
SMMS001791,AST006909,Point Machine,C00032,12.6,Electric Point Machine,Point machine fault,Low,3,2,2,2025-06-22,2025-07-22,0,196,3,Inspection,No,In Progress
SMMS001792,AST005295,Optical Fiber,C00037,67.1,OFC Link,Cable fault,Critical,5,3,4,2025-04-29,2025-05-01,61,201,4,Corrective,No,Open
SMMS001793,AST007845,Track Circuit,C00044,35.9,Track Circuit,Track circuit fault,High,3,3,2,2025-05-09,2025-05-14,48,129,2,Corrective,No,Open
SMMS001794,AST006377,Level Crossing Signal,C00090,21.5,LC Gate Signal,Signal failure,Critical,2,4,4,2025-06-29,2025-07-02,0,66,2,Corrective,Yes,Open
SMMS001795,AST006218,Interlocking,C00075,93.7,Route Relay Interlocking,Interlocking inspection,Low,1,3,1,2025-06-24,2025-07-24,0,178,4,Inspection,No,Open
SMMS001796,AST006507,Axle Counter,C00034,2.5,Axle Counter,Axle counter fault,Critical,4,4,5,2025-06-26,2025-06-28,3,201,4,Corrective,No,In Progress
SMMS001797,AST006135,Level Crossing Signal,C00026,103.7,LC Gate Signal,Signal failure,High,3,4,2,2025-06-27,2025-07-05,0,149,4,Corrective,No,Scheduled
SMMS001798,AST007061,Signal,C00037,40.4,Colour Light Signal,Signal lamp/equipment replacement,Low,4,2,3,2025-06-08,2025-07-19,0,36,3,Inspection,No,Open
SMMS001799,AST005578,Relay,C00078,14.2,Relay Interlocking,Relay degradation,Medium,4,3,2,2025-06-19,2025-07-09,0,73,1,Preventive,Yes,Completed
SMMS001800,AST008007,Axle Counter,C00083,33.7,Axle Counter,Axle counter fault,Medium,2,2,2,2025-06-24,2025-07-18,0,112,2,Corrective,Yes,Completed
SMMS001801,AST006231,Signal,C00099,6.7,Colour Light Signal,Signal lamp/equipment replacement,Medium,2,3,1,2025-06-26,2025-07-16,0,57,3,Preventive,No,Open
SMMS001802,AST006448,Relay,C00086,232.0,Relay Interlocking,Relay degradation,High,3,4,1,2025-06-21,2025-06-28,3,132,1,Corrective,No,Scheduled
SMMS001803,AST007120,Telecom Cable,C00021,122.5,Quad Cable,Cable fault,Critical,2,4,2,2025-06-22,2025-06-25,6,198,2,Preventive,Yes,Open
SMMS001804,AST006752,Interlocking,C00051,32.4,Route Relay Interlocking,Interlocking inspection,High,3,3,3,2025-06-24,2025-07-04,0,236,3,Inspection,No,Deferred
SMMS001805,AST007966,Optical Fiber,C00024,4.2,OFC Link,Cable fault,Low,2,1,2,2025-06-08,2025-07-22,0,204,3,Corrective,Yes,Deferred
SMMS001806,AST007801,Level Crossing Signal,C00082,73.2,LC Gate Signal,Signal failure,Low,3,1,2,2025-05-05,2025-06-04,27,88,3,Inspection,No,Open
SMMS001807,AST006105,Point Machine,C00061,2.0,Electric Point Machine,Point machine fault,High,3,4,4,2025-06-28,2025-07-06,0,132,3,Preventive,Yes,Completed
SMMS001808,AST006211,Point Machine,C00012,94.9,Electric Point Machine,Point machine fault,Medium,3,2,2,2025-06-26,2025-07-11,0,184,2,Corrective,Yes,Open
SMMS001809,AST005411,Track Circuit,C00059,58.3,Track Circuit,Track circuit fault,High,1,4,3,2025-06-27,2025-07-04,0,103,3,Corrective,Yes,Open
SMMS001810,AST008111,Track Circuit,C00024,4.6,Track Circuit,Track circuit fault,Low,4,2,2,2025-04-23,2025-05-17,45,156,3,Inspection,Yes,Open
SMMS001811,AST007808,Axle Counter,C00029,62.3,Axle Counter,Axle counter fault,Medium,3,2,1,2025-05-25,2025-06-19,12,108,4,Preventive,No,Scheduled
SMMS001812,AST008064,Level Crossing Signal,C00088,4.8,LC Gate Signal,Signal failure,Medium,4,2,3,2025-06-22,2025-07-08,0,103,3,Preventive,No,Completed
SMMS001813,AST006153,Level Crossing Signal,C00089,47.6,LC Gate Signal,Signal failure,Critical,4,4,4,2025-03-24,2025-03-26,97,98,3,Preventive,Yes,Open
SMMS001814,AST007927,Signal,C00053,72.9,Colour Light Signal,Signal lamp/equipment replacement,Low,2,2,1,2025-06-20,2025-07-21,0,60,3,Preventive,Yes,In Progress
SMMS001815,AST006905,Telecom Cable,C00060,17.7,Quad Cable,Cable fault,Critical,5,4,2,2025-03-09,2025-03-11,0,127,2,Preventive,Yes,Completed
SMMS001816,AST007423,Telecom Cable,C00087,149.6,Quad Cable,Cable fault,Medium,2,3,1,2025-06-10,2025-06-29,2,181,4,Corrective,No,Open
SMMS001817,AST006186,Signal,C00065,17.7,Colour Light Signal,Signal failure,Critical,5,4,4,2025-06-16,2025-06-17,14,198,3,Corrective,Yes,Scheduled
SMMS001818,AST007957,Track Circuit,C00014,62.6,Track Circuit,Track circuit fault,Critical,4,4,3,2025-06-20,2025-06-24,7,144,4,Corrective,Yes,Open
SMMS001819,AST008007,Axle Counter,C00083,33.7,Axle Counter,Axle counter fault,Medium,2,3,2,2025-06-07,2025-06-20,11,91,3,Corrective,No,Open
SMMS001820,AST005596,Relay,C00095,9.5,Relay Interlocking,Relay degradation,Medium,2,4,2,2025-06-30,2025-07-14,0,74,2,Corrective,Yes,Open
SMMS001821,AST005803,Telecom Cable,C00058,23.4,Quad Cable,Cable fault,Medium,1,3,1,2025-06-27,2025-07-20,0,122,2,Corrective,Yes,In Progress
SMMS001822,AST006550,Telecom Cable,C00038,195.3,Quad Cable,Cable fault,Low,1,2,2,2025-06-23,2025-07-31,0,135,2,Preventive,No,Deferred
SMMS001823,AST005436,Signal,C00068,40.8,Colour Light Signal,Signal failure,Low,2,3,1,2025-04-28,2025-05-30,32,199,3,Preventive,Yes,Scheduled
SMMS001824,AST006987,Interlocking,C00100,6.1,Route Relay Interlocking,Interlocking inspection,Critical,2,4,3,2025-06-17,2025-06-19,12,255,4,Inspection,No,Scheduled
SMMS001825,AST007825,Optical Fiber,C00088,0.5,OFC Link,Cable fault,Low,4,1,2,2025-06-26,2025-08-01,0,138,2,Inspection,Yes,Completed
SMMS001826,AST006960,Level Crossing Signal,C00021,113.8,LC Gate Signal,Signal failure,Medium,2,3,2,2025-03-11,2025-03-28,95,145,3,Corrective,No,Deferred
SMMS001827,AST005444,Signal,C00076,128.3,Colour Light Signal,Signal failure,Medium,2,2,3,2025-05-05,2025-05-21,0,184,4,Preventive,Yes,Completed
SMMS001828,AST008462,Point Machine,C00025,239.0,Electric Point Machine,Point machine fault,Medium,3,3,2,2025-03-18,2025-04-08,84,185,4,Corrective,Yes,Open
SMMS001829,AST006162,Axle Counter,C00033,69.9,Axle Counter,Axle counter fault,High,3,4,1,2025-06-21,2025-06-27,0,100,3,Corrective,Yes,Completed
SMMS001830,AST006096,Interlocking,C00009,60.5,Route Relay Interlocking,Interlocking inspection,Medium,4,3,2,2025-06-24,2025-07-15,0,239,3,Inspection,Yes,Open
SMMS001831,AST008135,Signal,C00042,73.7,Colour Light Signal,Signal lamp/equipment replacement,High,2,3,3,2025-06-03,2025-06-12,0,61,3,Preventive,No,Completed
SMMS001832,AST006911,Relay,C00088,89.1,Relay Interlocking,Relay degradation,Low,4,2,1,2025-06-02,2025-06-27,4,149,2,Preventive,Yes,Open
SMMS001833,AST005500,Point Machine,C00096,48.5,Electric Point Machine,Point machine fault,Low,3,2,2,2025-06-16,2025-07-26,0,134,1,Corrective,No,In Progress
SMMS001834,AST007771,Point Machine,C00013,95.4,Electric Point Machine,Point machine fault,High,3,3,2,2025-06-16,2025-06-24,7,140,3,Corrective,Yes,Scheduled
SMMS001835,AST006547,Signal,C00046,25.7,Colour Light Signal,Signal lamp/equipment replacement,Medium,4,4,3,2025-06-19,2025-07-05,0,61,2,Corrective,Yes,Open
SMMS001836,AST007187,Level Crossing Signal,C00093,72.1,LC Gate Signal,Signal failure,Low,2,1,2,2025-06-20,2025-07-11,0,124,3,Preventive,No,Open
SMMS001837,AST007135,Interlocking,C00065,15.5,Route Relay Interlocking,Interlocking inspection,Critical,4,5,5,2025-06-29,2025-07-02,0,320,3,Inspection,Yes,Open
SMMS001838,AST007454,Axle Counter,C00061,29.7,Axle Counter,Axle counter fault,High,4,4,2,2025-03-04,2025-03-11,0,148,2,Preventive,Yes,Completed
SMMS001839,AST006317,Relay,C00030,110.5,Relay Interlocking,Relay degradation,Low,2,3,1,2025-06-22,2025-07-24,0,116,4,Preventive,Yes,Completed
SMMS001840,AST007285,Level Crossing Signal,C00048,11.5,LC Gate Signal,Signal failure,Low,2,1,2,2025-05-06,2025-06-09,22,74,1,Inspection,Yes,Open
SMMS001841,AST006905,Telecom Cable,C00060,17.7,Quad Cable,Cable fault,Medium,3,3,3,2025-03-03,2025-03-21,102,111,6,Preventive,Yes,Scheduled
SMMS001842,AST008346,Signal,C00043,17.1,Colour Light Signal,Signal failure,High,3,4,4,2025-06-20,2025-06-27,0,135,2,Preventive,No,Completed
SMMS001843,AST005773,Axle Counter,C00084,115.0,Axle Counter,Axle counter fault,High,4,4,1,2025-06-11,2025-06-20,11,103,3,Corrective,Yes,Scheduled
SMMS001844,AST005844,Track Circuit,C00040,75.1,Track Circuit,Track circuit fault,Low,2,1,2,2025-05-24,2025-07-04,0,74,3,Preventive,No,Open
SMMS001845,AST005471,Point Machine,C00049,113.2,Electric Point Machine,Point machine fault,Critical,3,4,3,2025-06-26,2025-06-29,2,136,4,Preventive,No,Scheduled
SMMS001846,AST005839,Level Crossing Signal,C00027,77.4,LC Gate Signal,Signal failure,High,4,3,2,2025-05-29,2025-06-09,22,143,5,Corrective,Yes,Open
SMMS001847,AST005684,Telecom Cable,C00093,24.2,Quad Cable,Cable fault,Medium,2,2,2,2025-03-19,2025-03-31,92,170,3,Corrective,No,Scheduled
SMMS001848,AST005838,Track Circuit,C00094,137.6,Track Circuit,Track circuit fault,High,3,4,4,2025-06-08,2025-06-15,0,170,4,Corrective,Yes,Completed
SMMS001849,AST005297,Telecom Cable,C00032,15.6,Quad Cable,Cable fault,Medium,4,3,1,2025-04-07,2025-04-29,0,164,2,Corrective,No,Completed
SMMS001850,AST006267,Axle Counter,C00007,178.8,Axle Counter,Axle counter fault,Medium,4,3,2,2025-06-15,2025-07-04,0,113,3,Corrective,Yes,Deferred
SMMS001851,AST008420,Track Circuit,C00069,57.8,Track Circuit,Track circuit fault,High,3,4,4,2025-06-23,2025-07-04,0,127,3,Preventive,Yes,Open
SMMS001852,AST008291,Point Machine,C00088,31.6,Electric Point Machine,Point machine fault,Low,2,2,2,2025-06-16,2025-07-10,0,125,4,Inspection,No,In Progress
SMMS001853,AST007766,Relay,C00027,42.0,Relay Interlocking,Relay degradation,Medium,3,2,1,2025-06-20,2025-07-08,0,105,2,Preventive,No,Completed
SMMS001854,AST006328,Point Machine,C00072,84.9,Electric Point Machine,Point machine fault,Medium,2,2,3,2025-06-28,2025-07-17,0,173,3,Corrective,Yes,Open
SMMS001855,AST005998,Point Machine,C00076,128.6,Electric Point Machine,Point machine fault,Medium,4,3,3,2025-05-20,2025-06-03,28,145,2,Preventive,No,In Progress
SMMS001856,AST007380,Telecom Cable,C00020,0.1,Quad Cable,Cable fault,Medium,4,3,2,2025-06-07,2025-06-26,5,126,1,Corrective,Yes,Open
SMMS001857,AST008436,Telecom Cable,C00010,24.9,Quad Cable,Cable fault,Low,3,2,1,2025-05-16,2025-06-16,15,164,2,Preventive,Yes,Open
SMMS001858,AST007414,Telecom Cable,C00083,52.3,Quad Cable,Cable fault,Medium,2,3,1,2025-06-04,2025-06-27,4,179,3,Preventive,Yes,Open
SMMS001859,AST008210,Point Machine,C00009,1.3,Electric Point Machine,Point machine fault,Low,1,2,1,2025-06-08,2025-07-03,0,163,3,Corrective,Yes,Open
SMMS001860,AST007359,Optical Fiber,C00045,30.6,OFC Link,Cable fault,High,4,4,1,2025-05-28,2025-06-06,0,193,2,Corrective,No,Completed
SMMS001861,AST006489,Interlocking,C00050,58.2,Route Relay Interlocking,Interlocking inspection,Low,3,1,1,2025-06-16,2025-07-20,0,185,1,Inspection,No,Open
SMMS001862,AST006977,Signal,C00015,31.3,Colour Light Signal,Signal failure,Low,2,1,2,2025-06-23,2025-07-29,0,176,2,Preventive,Yes,Open
SMMS001863,AST008410,Point Machine,C00034,23.4,Electric Point Machine,Point machine fault,Low,2,1,2,2025-04-26,2025-05-29,0,164,4,Inspection,Yes,Completed
SMMS001864,AST005773,Axle Counter,C00084,115.0,Axle Counter,Axle counter fault,Medium,4,2,1,2025-05-19,2025-06-11,20,97,2,Preventive,Yes,Open
SMMS001865,AST006504,Optical Fiber,C00095,92.1,OFC Link,Cable fault,Medium,3,3,2,2025-04-17,2025-05-03,59,118,3,Corrective,Yes,Open
SMMS001866,AST007823,Point Machine,C00069,9.6,Electric Point Machine,Point machine fault,Critical,4,5,3,2025-03-10,2025-03-11,112,107,3,Preventive,Yes,Scheduled
SMMS001867,AST007339,Point Machine,C00098,3.4,Electric Point Machine,Point machine fault,Medium,2,3,2,2025-03-28,2025-04-18,0,222,5,Preventive,No,Completed
SMMS001868,AST008029,Track Circuit,C00033,76.3,Track Circuit,Track circuit fault,Medium,2,2,2,2025-06-29,2025-07-17,0,127,4,Preventive,Yes,Open
SMMS001869,AST006761,Optical Fiber,C00084,97.2,OFC Link,Cable fault,Critical,4,4,3,2025-06-26,2025-06-28,3,199,4,Corrective,No,Open
SMMS001870,AST008304,Axle Counter,C00020,87.3,Axle Counter,Axle counter fault,Medium,4,4,1,2025-04-04,2025-04-25,0,102,3,Corrective,Yes,Completed
SMMS001871,AST005775,Point Machine,C00066,47.5,Electric Point Machine,Point machine fault,High,2,4,4,2025-05-26,2025-06-02,29,172,4,Corrective,Yes,In Progress
SMMS001872,AST005370,Axle Counter,C00061,60.5,Axle Counter,Axle counter fault,High,3,4,3,2025-04-12,2025-04-21,71,143,3,Corrective,Yes,Scheduled
SMMS001873,AST008240,Interlocking,C00018,28.0,Route Relay Interlocking,Interlocking inspection,Medium,3,2,3,2025-06-19,2025-07-03,0,236,5,Inspection,Yes,Open
SMMS001874,AST007882,Optical Fiber,C00067,64.6,OFC Link,Cable fault,Low,3,1,1,2025-06-05,2025-07-03,0,151,3,Corrective,No,Open
SMMS001875,AST007179,Relay,C00050,9.2,Relay Interlocking,Relay degradation,Low,3,2,2,2025-05-28,2025-07-09,0,123,2,Preventive,No,Open
SMMS001876,AST006225,Signal,C00008,41.8,Colour Light Signal,Signal failure,Medium,3,3,3,2025-06-16,2025-07-07,0,168,5,Preventive,No,Completed
SMMS001877,AST007870,Axle Counter,C00094,60.8,Axle Counter,Axle counter fault,High,4,5,1,2025-03-09,2025-03-15,108,123,2,Preventive,Yes,Open
SMMS001878,AST007220,Track Circuit,C00079,52.1,Track Circuit,Track circuit fault,Low,2,2,1,2025-03-29,2025-05-06,56,131,3,Inspection,No,Open
SMMS001879,AST005619,Level Crossing Signal,C00015,18.3,LC Gate Signal,Signal failure,Critical,3,5,4,2025-06-23,2025-06-26,5,77,3,Preventive,No,Scheduled
SMMS001880,AST007578,Optical Fiber,C00017,3.0,OFC Link,Cable fault,Low,3,2,1,2025-06-19,2025-08-06,0,41,3,Corrective,Yes,Completed
SMMS001881,AST008121,Level Crossing Signal,C00078,81.7,LC Gate Signal,Signal failure,Medium,1,3,3,2025-06-26,2025-07-19,0,66,1,Preventive,Yes,Completed
SMMS001882,AST005411,Track Circuit,C00059,58.3,Track Circuit,Track circuit fault,Medium,3,2,2,2025-06-21,2025-07-12,0,136,4,Corrective,Yes,Open
SMMS001883,AST007810,Signal,C00058,24.8,Colour Light Signal,Signal lamp/equipment replacement,High,4,3,5,2025-05-20,2025-05-28,0,55,3,Corrective,No,Completed
SMMS001884,AST006265,Level Crossing Signal,C00040,44.2,LC Gate Signal,Signal failure,Medium,1,2,2,2025-05-17,2025-06-04,27,119,1,Corrective,No,Scheduled
SMMS001885,AST006919,Optical Fiber,C00085,138.0,OFC Link,Cable fault,Medium,4,3,2,2025-05-23,2025-06-13,18,86,4,Corrective,No,Scheduled
SMMS001886,AST005684,Telecom Cable,C00093,24.2,Quad Cable,Cable fault,Low,3,2,2,2025-06-05,2025-07-19,0,112,1,Inspection,Yes,Open
SMMS001887,AST007916,Signal,C00018,8.8,Colour Light Signal,Signal failure,Critical,4,5,4,2025-06-18,2025-06-22,9,80,3,Corrective,Yes,Open
SMMS001888,AST008638,Point Machine,C00054,23.0,Electric Point Machine,Point machine fault,Critical,4,4,3,2025-06-23,2025-06-27,0,233,3,Corrective,No,Completed
SMMS001889,AST006602,Axle Counter,C00014,83.8,Axle Counter,Axle counter fault,Medium,2,4,2,2025-05-27,2025-06-19,0,96,5,Preventive,No,Completed
SMMS001890,AST006260,Telecom Cable,C00008,10.4,Quad Cable,Cable fault,Low,1,2,1,2025-06-04,2025-07-13,0,136,5,Inspection,No,Open
SMMS001891,AST007586,Interlocking,C00022,154.8,Route Relay Interlocking,Interlocking inspection,Critical,2,4,2,2025-06-11,2025-06-13,18,179,4,Inspection,Yes,Open
SMMS001892,AST007125,Track Circuit,C00025,166.5,Track Circuit,Track circuit fault,Medium,3,2,1,2025-05-31,2025-06-19,0,69,2,Preventive,No,Completed
SMMS001893,AST005643,Optical Fiber,C00030,74.2,OFC Link,Cable fault,High,4,3,3,2025-06-23,2025-06-30,1,173,2,Corrective,Yes,Open
SMMS001894,AST007689,Point Machine,C00076,55.4,Electric Point Machine,Point machine fault,Low,1,2,2,2025-03-30,2025-05-17,0,150,3,Preventive,Yes,Completed
SMMS001895,AST005976,Point Machine,C00028,134.8,Electric Point Machine,Point machine fault,Low,2,2,1,2025-06-20,2025-07-22,0,132,3,Corrective,Yes,Scheduled
SMMS001896,AST007386,Axle Counter,C00033,22.9,Axle Counter,Axle counter fault,Low,3,3,2,2025-06-29,2025-08-05,0,124,3,Corrective,No,Completed
SMMS001897,AST007892,Relay,C00012,36.9,Relay Interlocking,Relay degradation,High,4,3,3,2025-04-21,2025-04-30,0,183,4,Corrective,No,Completed
SMMS001898,AST007587,Axle Counter,C00022,23.5,Axle Counter,Axle counter fault,Critical,4,5,2,2025-06-21,2025-06-25,6,66,2,Preventive,No,Open
SMMS001899,AST006740,Track Circuit,C00063,118.1,Track Circuit,Track circuit fault,Medium,3,3,2,2025-03-20,2025-04-09,83,124,3,Preventive,No,Scheduled
SMMS001900,AST007676,Optical Fiber,C00003,68.5,OFC Link,Cable fault,Medium,4,3,2,2025-06-16,2025-07-11,0,92,2,Corrective,Yes,Scheduled
SMMS001901,AST005618,Point Machine,C00010,29.6,Electric Point Machine,Point machine fault,Medium,3,3,2,2025-04-26,2025-05-10,52,91,3,Preventive,No,Open
SMMS001902,AST007672,Axle Counter,C00084,70.7,Axle Counter,Axle counter fault,Low,2,2,1,2025-05-26,2025-07-01,0,102,3,Corrective,Yes,Open
SMMS001903,AST006788,Relay,C00007,63.4,Relay Interlocking,Relay degradation,Medium,3,2,2,2025-03-22,2025-04-05,87,106,3,Preventive,Yes,Scheduled
SMMS001904,AST007890,Axle Counter,C00046,13.9,Axle Counter,Axle counter fault,Medium,3,2,1,2025-04-22,2025-05-07,0,103,5,Corrective,Yes,Completed
SMMS001905,AST005574,Level Crossing Signal,C00043,12.6,LC Gate Signal,Signal failure,Low,3,1,2,2025-06-15,2025-07-19,0,98,4,Corrective,Yes,Open
SMMS001906,AST006468,Level Crossing Signal,C00075,92.9,LC Gate Signal,Signal failure,Medium,2,3,3,2025-06-06,2025-06-28,0,111,2,Corrective,No,Completed
